Código;Descrição;Unidade de Medida;Familia;Foto ou Imagem
310761;FIO, ALUMINIO COBERTO PARA AMARRACA(SUC);M;COND.ALUM.ISOLADO.SUCATA;310761.jpg
310773;CABO,PR,OPGW,D13,4MM,SM36,ETA210;MT;CABO;310773.jpg
310774;CABO,NU,CAA,134MCM,LEGHORN,B,D21102.2;KG;CABO;310774.jpg
310777;CORDOALHA,AÇO,7,9MM,7F,MR,D21203.0;KG;CABO;310777.jpg
310778;CORDOALHA,AÇO,9,5MM,7F,MR,D21203.0;KG;CABO;310778.jpg
310789;CABO AL NÚ CA 2 AWG - SUCATA;M;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310789.jpg
310790;CONDALNÚCAA4AWG - SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310790.jpg
310791;CONDCUNU,35MM²,7FIOS - SUCATA;KG;COND.CU.NÚ.SUCATA;310791.jpg
310792;CONDALNUCAA1/0AWG - SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310792.jpg
310793;CONDCUNU,70MM²,19FIOS - SUCATA;KG;COND.CU.NÚ.SUCATA;310793.jpg
310795;CABO AL NÚ CA 1/0 AWG - SUCATA;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310795.jpg
310796;CABO AL CA 336,4MCM - SUCATA;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310796.jpg
310805;CABO,CU NU, 25MM2,7F,MEIO-DURO,SUCATA;KG;COND.CU.NÚ.SUCATA;310805.jpg
310806;CABO,CU NU, 35MM2,7F,MEIO-DURO,SUCATA;KG;COND.CU.NÚ.SUCATA;310806.jpg
310825;CABO,CU NU, 70MM2,19F,MEIO-DURO,SUCATA;KG;COND.CU.NÚ.SUCATA;310825.jpg
310834;CABO,POT,UNIP,AL,8.7/15KV, 50MM2,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;310834.jpg
310835;CABO,NU CA, 2AWG,7F,IRIS,SUCATA;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310835.jpg
310837;CABO,NU CA, 1/0AWG,7F,POPPY,SUCATA;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310837.jpg
310838;CABO,NU CAA, 4AWG,6/1F,SWAN,SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310838.jpg
310839;COND CU NU,16MM,19F,PM1846-FP-VD.,SUCATA;KG;COND.CU.NÚ.SUCATA;310839.jpg
310840;COND CU NU,16MM²,7 FIOS,PM-1846 I,SUCATA;KG;COND.CU.NÚ.SUCATA;310840.jpg
310841;COND CU NU 10MM²,1 FIO,PM-1846 I2,SUCATA;KG;COND.CU.NÚ.SUCATA;310841.jpg
310842;CB,NU,CAA,336MCM,LINNET,B,D21102,SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310842.jpg
310843;CONDOR AL NÚ CA 4/0 AWG DED-0057 ,SUCATA;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310843.jpg
310844;COND AL NÚ CAA 4AWG PM-1955 I1 R4,SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310844.jpg
310845;COND AL NU CAA 1/0AWG PM-1955 I2 ,SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310845.jpg
310847;COND LIGA AL NU ENGRAX AAAC50MM²,SUCATA;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310847.jpg
310848;COND LIGA AL NU ENGRAX AAAC25MM,SUCATA;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310848.jpg
310849;CB DE ALUM NU CAA A 4/0 I5 211.0,SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310849.jpg
310850;CONDOR LIGA AL 25MM-AAAC-7F-PM223,SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310850.jpg
310851;CONDOR LIGA AL 50MM-AAAC-7F-PM223,SUCATA;KG;SUCATA;310851.jpg
310856;CABO,NU,CAA,336MCM,LINNET,A,SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310856.jpg
310863;CABO, ELÉTRICO DE COBRE NÚ 2AWG, SUCATA;KG;SUCATA;310863.jpg
310869;CHAVE, FACA DISTRIB, 34.5KV,UNIP,63;UN;CHAVES;310869.jpg
310906;CORDOALHA,ACO,ZINC,A,9,5MM,7F,AR,D212.03;M;CABO;310906.jpg
310949;COND CU NU,120MM²,37FIOS,PM-1846 I8 R8;KG;COND.CU.NÚ.SUCATA;310949.jpg
311090;TUBO,AL,2.1/2POL,6M,SCHEDULE-40,PM2245.0;M;FERRAGEM;311090.jpg
311105;COND LIGA AL NU ENGRAX AAAC160MM,SUCATA;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];311105.jpg
311121;TUBO,AL,8POL,6M,SCHEDULE-40,PM-BR 211.10;PZ;FERRAGEM;311121.jpg
311122;TUBO,AL,6POL,6M,SCHEDULE-40,PM-BR 211.10;PZ;FERRAGEM;311122.jpg
330287;CABO,CONCENTR,0.6/1.0,1x16+10C,GSCC014/3, SUC;M;COND.ALUM.ISOLADO.SUCATA;330287.jpg
330324;CABO,CONCENTR,0.6/1.0,1X16+16A,D230.10;M;CABO;330324.jpg
330325;CABO,CONCENTR,0.6/1.0,1x10+10A,D230.10;M;CABO;330325.jpg
330685;CABO BT PRE-REUN AL 3X50+50,GSCC009/43;M;CABO;330685.jpg
330686;CABO BT PRE-REUN AL 3X25+25,GSCC009/42;M;CABO;330686.jpg
330689;CABO BT PRE-REUN AL 2X16+16,GSCC009/39;M;CABO;330689.jpg
330699;CABO BT PRE-REUN AL 3X35+35,GSCC009/31;M;CABO;330699.jpg
330700;CABO BT PRE-REUN AL 3X70+70,GSCC009/30;M;CABO;330700.jpg
330701;CABO BT PRE-REUN AL 3X120+70,GSCC009/29;M;CABO;330701.jpg
330724;CB PRE-REU 0,6/1KV CU 3X10+10 DED1797 I5;MT;CONDUTOR DE COBRE;330724.jpg
330725;CB AL 50MM² PROTMTXLPE 15KVDED1762I2;MT;CABO;330725.jpg
330728;CONDUT CU ISOL 750V 6MM² DED1843 I4 R3;MT;CONDUTOR DE COBRE;330728.jpg
330729;CONDUT CU ISOL 750V 10MM² DED1843 I5 R3;MT;CABO ESPECIAL;330729.jpg
330730;CB PRE-REU AL3X95+70MM²-8,7/15KV DED1931;MT;CABO;330730.jpg
330731;CB PRE-REU AL 3X35+50MM²8,7/15KV DED1931;MT;CABO;330731.jpg
330738;CB AL 35MM² PROTMTXLPE 15KVDED1762I1;MT;CABO;330738.jpg
330766;CABO,CU ISOL,XLPE/EPR,0,6/1KV,240MM2,D20;M;CONDUTOR DE COBRE;330766.jpg
330767;FIO, AL P/AMARRAÇÃO 4 AWG DED0076 I2 R3;KG;CABO ESPECIAL;330767.jpg
330768;FIO AL P/AMARRACAO 6AWG-DED-0076 I1 R3;KG;CABO ESPECIAL;330768.jpg
330770;FIO AL COBERTOAMARRACAO 4AWGDED-1776;MT;CABO ESPECIAL;330770.jpg
330771;CB PRE-REUN 0,6/1KV AL 3X50+50 DED1982R2;MT;CABO;330771.jpg
330773;CB PRE-REUN 0,6/1KV AL3X150+70 DED1982R2;MT;CABO;330773.jpg
330774;CONDUTOR CONC.BIPOL.6MM²-DED-1722 I2 R5;MT;CABO;330774.jpg
330775;CB.CONCÊNT.TRIP.10MM²-DED-1840-I2-R3.;MT;CABO;330775.jpg
330776;CB PRÉ-REUN 0,6/1KV CU3X95+50-DED1796 I1;MT;CONDUTOR DE COBRE;330776.jpg
330777;CB PRÉ-REU 0,6/1KV CU3x70+50-DED-1796 I2;MT;CONDUTOR DE COBRE;330777.jpg
330778;CB PRÉ-REU 0,6/1KV CU 3X25+25 DED1797 I3;MT;CONDUTOR DE COBRE;330778.jpg
330779;CB PRE-REU 0,6/1KV CU 3X16+16 DED1797 I4;MT;CONDUTOR DE COBRE;330779.jpg
330780;CB PRE-REU 0,6/1KV CU 3X185 DED 1797 I1;MT;CONDUTOR DE COBRE;330780.jpg
330781;CB PRE-REU 0,6/1KV CU 3X120 DED 1797 I2;MT;CONDUTOR DE COBRE;330781.jpg
330782;CONDUTOR DE COBRE ISOLADO-PVC P/750V 2009;MT;CABO ESPECIAL;330782.jpg
330783;CONDUT CU ISOL 750V 1,5MM² DED1843 I1 R3;MT;CONDUTOR DE COBRE;330783.jpg
330784;CB POTÊN UNIP 70MM² 8,7/15KV DED1850 I2;MT;CABO;330784.jpg
330787;CB PRE-REU 0,6/1KV CU 3x35+35 DED1796 I3;MT;CONDUTOR DE COBRE;330787.jpg
330790;CONDUTOR CONC BIP CU 10MM² DED1722 I3 R5;MT;CONDUTOR DE COBRE;330790.jpg
330792;CB POTE MONOP AL 12/20KV 185MM2 DQN 2027;MT;CABO;330792.jpg
330795;CONDUTOR CONC. BIPOL.4MM²-DED-1722 I1 R5;MT;CABO;330795.jpg
330797;CABO CONTROLE C/BLINDAGEM 4X4MM² - PM-2136 I7 R1;MT;CABO;330797.jpg
330798;CB PRE-REUN AL 0,6/1KV 3X35+50 DED1982R2;MT;CABO;330798.jpg
330799;CB PRE-REU CU0,6/1KV3X25+25DED1796 I4;MT;CONDUTOR DE COBRE;330799.jpg
330802;CABO,AL,25KV,SPAC,2CAM,BLQ,185MM2,EMT010;M;CABO;330802.jpg
330810;CABO,POT,UNIP,AL,8.7/15kV,400MM2,GSC0;MT;CABO;330810.jpg
330812;CABO PRE- REUN AL- 3 X 25 + 35MM² - PM-1982I2R6;MT;CABO;330812.jpg
330814;CABO,POT,UNIP,AL,8.7/15kV,240MM2,GSC0018;M;CABO;330814.jpg
330815;CABO CONC BIP AL 10MM²-PM2234 I2;MT;CABO;330815.jpg
330816;CABO CONCENTRICO BIP AL 6MM,PM2234 I1;MT;CABO;330816.jpg
330817;CABO MAXLINK CONC AL 0-6/1KV 1X16+16-0 MM2;MT;CABO;330817.jpg
330823;CABO PRE-REUN AL-2X16+25-PM-1982 I1;MT;CABO;330823.jpg
330854;CABO,BT,AL,XLPE,3x95+1x50,4F,D20801.2;MT;CABO;330854.jpg
330855;CABO,BT,AL,XLPE,3x150+1x70,4F,D20801.2;MT;CABO;330855.jpg
330868;CABO,AL,PROT,XLPE,50MM²,15KV,D21105.0;MT;CABO;330868.jpg
330869;CABO,AL,PROT,XLPE,185MM²,15KV,D21105.0;MT;CABO;330869.jpg
330870;CABO,AL,PROT,XLPE,185MM²,35KV,D21105.1;M;CABO;330870.jpg
330871;CABO,AL,25KV,SPAC,2CAM,BLOQ,50MM2,EMT010;M;CABO;330871.jpg
330880;CABO,ALISOLBTBLIND3X25+25 DESPADRONIZADO;MT;CABO;330880.jpg
330890;CABO,CONCENCU0,6/1KV2X10MM2SUCATA;M;COND.CU.ISOLADO.SUCATA;330890.jpg
330895;CABO CONCENTRICO BIP AL 10MM - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330895.jpg
330896;CABO CONCENTRICO BIP AL 16MM - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330896.jpg
330897;CABO PRE-REUN AL,3X150+70MM² - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330897.jpg
330898;CABO PRE-REUN AL,3X35+50MM² - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330898.jpg
330899;CABO PRE-REUN AL,3X50+50MM² - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330899.jpg
330900;CABO PRE-REUN AL,3X95+50MM² - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330900.jpg
330901;CABO, MT,CU, HEPR,1 X 240,12/20KV.;MT;CONDUTOR DE COBRE;330901.jpg
330902;CBAL185MM²PROT,MT,XLPE,15KV - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330902.jpg
330903;CBAL35MM²PROT,MT,XLPE15KV - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330903.jpg
330904;CBAL50MM²PROT,MT,XLPE15KV - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330904.jpg
330906;CABO CONCENTRICO BIP AL 10MM - SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330906.jpg
330909;CABO,MT,CU,HEPR,1X630,12/20KV,PMA21410.1;MT;CONDUTOR DE COBRE;330909.jpg
330920;CABO,CU ISOL,XLPE,0,6/1KV, 35MM2,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330920.jpg
330923;CABO,CU ISOL,XLPE,0,6/1KV, 95MM2,SUCATA;M;COND.CU.ISOLADO.SUCATA;330923.jpg
330925;CABO,CU ISOL,XLPE,0,6/1KV,185MM2,SUCATA;M;COND.CU.NÚ.SUCATA;330925.jpg
330937;CABO,POT,PRE-REUN,AL,15-3X 50+50,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330937.jpg
330938;CABO,POT,PRE-REUN,AL,15-3X 70+50,SUCATA;M;SUCATA;330938.jpg
330943;CABO,NU CAA, 1/0AWG,6/1F,RAVEN,SUCATA;KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];330943.jpg
330946;CABO,PRE-REUN,BT,AL,3X150-1X70,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330946.jpg
330948;CABO,PRE-REUN,BT,CU,3X10-1X10,SUCATA;M;SUCATA;330948.jpg
330952;CB MULT CU ISOL2X16+16MM 0,6/1KV ,SUCATA;M;SUCATA;330952.jpg
330955;CB PREREU AL3X35+50MM²8,7/15KV,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330955.jpg
330956;CB CONC TRIP CU 1,5MM²-DED1840-F.,SUCATA;M;COND.CU.ISOLADO.SUCATA;330956.jpg
330957;CB PRE-REUN AL,3X150+70MM²,PM-198,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330957.jpg
330960;CB PRE-REU 0,6/1KV CU 3X35+35 DED,SUCATA;M;COND.CU.ISOLADO.SUCATA;330960.jpg
330961;CONDOR CONC BIP CU 10MM² DED1722 ,SUCATA;M;SUCATA;330961.jpg
330964;CB,AL,ISOL,185MM²,3F,15KV,D21006.,SUCATA;M;SUCATA;330964.jpg
330967;CB PRE-REUN AL,3X35+50MM²,PM-1982,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330967.jpg
330968;CB PE-REU AL 3X35+1X50-FP-6779848,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330968.jpg
330969;CB PRE-REUN AL,2X16+25MM²,PM-1982,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330969.jpg
330971;COND CU ISOL 750V 6MM² DED1843 I4,SUCATA;M;SUCATA;330971.jpg
330972;CB PRÉ-REU 0,6/1KV CU3X70+50,SUCATA;M;COND.CU.ISOLADO.SUCATA;330972.jpg
330975;CB CONCENTRICO BIP AL 6MM,PM2234 ,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330975.jpg
330976;CB CONCENTRICO BIP AL 16MM,PM2234,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330976.jpg
330977;CB PRE-REU AL3X95+70MM²-8,7/15KV,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330977.jpg
330978;CB,AL,ISOL,70MM²,1F,15KV,D21006.0,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330978.jpg
330979;CB CU COB 16MMDQN1993-FP.4589331 ,SUCATA;M;COND.CU.ISOLADO.SUCATA;330979.jpg
330980;CB PRE-REUN AL,3X25+35MM²,PM-1982,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;330980.jpg
330982;CABO BT SUBT 1x16 mm² AL. XLPE-GSC002;M;CABO ESPECIAL;330982.jpg
330983;LV UNDERGROUND CABLE 1X240 ALUMINUM COND;M;CABO ESPECIAL;330983.jpg
330984;CABO BT PRE-REUN AL 3X95+54.6,GSCC009/12;MT;CABO;330984.jpg
330986;CABO,POT,CU,8.7/15kV630MM2,BLIN82,D21005;MT;CONDUTOR DE COBRE;330986.jpg
330987;LV UNDERGROUND CABLE 1X150 ALUMINUM COND;M;MATERIAL GERAL;330987.jpg
330988;LV UNDERGROUND CABLE 1X25 ALUMINUM CONDU;M;CABO;330988.jpg
330990;CABO BT PRE-REUN AL 3X150+80,GSCC009/013;MT;CABO;330990.jpg
330991;CABO,AL,PRE-REU,8.7/15KV,3x50+50,GSCC008;M;CABO;330991.jpg
330992;CABO,AL,PR-REU,8.7/15KV,3x150+50,GSCC008;M;CABO;330992.jpg
330993;CABO BT PRE-REUN AL 3X35+54.6,GSCC009;MT;CABO;330993.jpg
330994;CABO BT PRE-REUN AL 3X50+54.6,GSCC009/10;MT;CABO;330994.jpg
330995;CABO BT SUBT 1x70 mm² AL. XLPE-GSC002;M;CABO;330995.jpg
330996;CABO AL PRE-REU8.7/15KV3x95+50GSCC008;MT;CABO;330996.jpg
331095;CB.CONC.TRIP.CU10MM²-DED-1840-FP.SUCATA;M;COND.CU.ISOLADO.SUCATA;331095.jpg
331260;COND CU ISOL 750V 10MM² DED1843,SUCATA;M;COND.CU.ISOLADO.SUCATA;331260.jpg
331275;MV UNDERGROUND SINGLE CORE CABLES 95 mm2;M;CABO ESPECIAL;331275.jpg
331276;CABO 4X25mm², ÁEREO DE BAIXA TENSÃO, PRE;M;CABO;331276.jpg
350018;PROTETOR ISOLANTE DE POLIETILENO PARA CO;UN;FERRAMENTAS;350018.jpg
350023;CABO FIBRA OPTICA,TIPO RRUS,PM-Br 209.01;M;CABO;350023.jpg
350418;CB DUP AL XLPE 1X35+1X35 0,6/1KV DED1936;MT;CABO;350418.jpg
350420;CABO DE FIBRA OPTICA, TIPO RRUS (CAIXA C;PC;CABO;350420.jpg
350447;CABO,TRIPLEX,12/20KV,AL,XLPE,185MM2,TRIF;MT;CABO;350447.jpg
350453;JUMPER PARA OPGW 437614103;UN;FERRAMENTAS;350453.jpg
350495;CB TRIP AL XLPE2X35+35MM 0,6/1KV DED1936;MT;CABO;350495.jpg
350496;COND.CU ISOL.750V,16MM², DED-1843 I.6 R3;MT;CONDUTOR DE COBRE;350496.jpg
350497;CB CONTR 0,6/1KV 1,5MM²-DQN 2020 I1 R2;MT;CABO;350497.jpg
350498;CABO CONTROLE BLIND,4X2,5MM²,PM2136I5;MT;CABO;350498.jpg
350499;CABO CONTROLE BLIND,2X2,5MM²,PM2136I4;MT;CABO;350499.jpg
350500;CABO CONTROLE BLIND,12X1,5MM²,PM2136I3;MT;CABO;350500.jpg
350503;CABO CONTROLE BLIND,2X4MM²,PM2136I6;MT;CABO;350503.jpg
350504;CABO CONTROLE BLIND,4X1,5MM²,PM2136I2;MT;CABO ESPECIAL;350504.jpg
350524;CABO,AL,PROT,XLPE,35MM²,15KV,D21105.0;MT;CABO;350524.jpg
350529;CABO,MT,XLPE,3X50+50,3F,12/20KV,S/FO;MT;CABO;350529.jpg
350530;CABO,MT,XLPE,3X95+50,3F,12/20KV,S/FO;MT;CABO;350530.jpg
350531;CABO,MT,XLPE,3X150+50,3F,12/20KV,S/FO;MT;CABO;350531.jpg
350537;CABO, MT, AL, XLPE, 3 X 240,12/20KV.;MT;CABO;350537.jpg
350544;CB DUP AL XLPE 1X35+1X35 0,6/1KV ,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350544.jpg
350545;CB TRIP AL XLPE2X35+35MM 0,6/1KV ,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350545.jpg
350546;CB,AL,PROT,XLPE,50MM²,15KV,D21105,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350546.jpg
350547;CB,AL,PROT,XLPE,35MM²,15KV,D21105,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350547.jpg
350548;CB,AL,PROT,XLPE,185MM²,15KV,D2110,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350548.jpg
350549;CB,MT,XLPE,3X95+50,3F,12/20KV,S/F,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350549.jpg
350550;CB,MT,XLPE,3X50+50,3F,12/20KV,S/F,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350550.jpg
350624;CABO MONT 2P 26AWG PVC DB9XMAGN PT 2M;UN;CABO ESPECIAL;350624.jpg
350639;CB,MT,XLPE,3X150+50,3F,12/20KV,S/,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350639.jpg
350733;CB,TRIPLEX,12/20KV,AL,XLPE,185MM2,SUCATA;M;COND.ALUM.ISOLADO.SUCATA;350733.jpg
370094;LUMINAR,FECHLAMP VM/VS DED0071-F.PADRAO;PC;MATERIAL GERAL;370094.jpg
370107;LAMPADA LED CLASSIC A60 9W 6K E2;PC;MATERIAL GERAL;370107.jpg
370136;LAMPADA, VM 220VX125W - DED-0069 I2 R2;PC;MATERIAL GERAL;370136.jpg
370137;LAMPADA, VM 220VX80W -DED-0069 I1 R2;PC;MATERIAL GERAL;370137.jpg
370138;LÂMPADA, VM 220VX250W - DED-0069 I3 R2;PC;MATERIAL GERAL;370138.jpg
370139;LAMPADA, VM 220VX400W - DED-0069 I4 R2;PC;MATERIAL GERAL;370139.jpg
370140;LAMPADA,VS,ELIPTICO,220VX150WDED1828I3R2;PC;MATERIAL GERAL;370140.jpg
370141;LAMPADA,VS,ELIPTICO,220VX250WDED1828I4R2;PC;MATERIAL GERAL;370141.jpg
370142;LAMPADA,VS,ELIPTICO,220VX70W DED1828I1R2;PC;MATERIAL GERAL;370142.jpg
370143;LÂMPADA, VAPOR DE SÓDIO 220V X 100W, DED;PC;MATERIAL GERAL;370143.jpg
370144;LUMINÁRIA FECHLÂMP V.S.100W-DED-1837I1;PC;MATERIAL GERAL;370144.jpg
370146;LAMPADA VS TUBUL.220VX100W DED-1828 I5R2;PC;MATERIAL GERAL;370146.jpg
370147;LAMPADA VS TUBUL.220VX150W DED-1828 I6R2;PC;MATERIAL GERAL;370147.jpg
370148;LAMPADA VS TUBUL.220VX250W DED-1828 I7R2;PC;MATERIAL GERAL;370148.jpg
370186;LAMPADA, INCANDESC 127-130V X 100W BASE;PC;MATERIAL GERAL ESPECIAL;370186.jpg
370187;LÂMPADA VAPOR DE SÓDIO 400W E40;PC;MATERIAL GERAL;370187.jpg
380012;LANTERNA DE CAPACETE;UN;EPI/EPC;380012.jpg
380030;Kit Lanterna Refletor A Bateria 18v Led;EA;FERRAMENTAS;380030.jpg
380383;LUMINARIA ABERTALAMP VS 70W-DED-1721 R3;PC;MATERIAL GERAL;380383.jpg
380423;REATOR, LAMP. V MERC. 220VX25OW DED0072;PC;MATERIAL GERAL;380423.jpg
380424;REATOR, LAMP V MERC 220VX400W, DED0072;PC;MATERIAL GERAL;380424.jpg
380425;REATOR, LÂMP V MERC. 220VX125W, DED0072;PC;MATERIAL GERAL;380425.jpg
380426;REATOR, LAMP V MERCURIO 220VX80W DED0072;PC;MATERIAL GERAL;380426.jpg
380427;REATORLÂMP.VS.220VX250W,DQN-1704 I4 R1;PC;MATERIAL GERAL;380427.jpg
380428;LAMPADA VAPOR DE SODIO;PC;MATERIAL GERAL;380428.jpg
380429;REATORLÂMPADA VS.220VX70W DQN-1704I1R1;PC;MATERIAL GERAL;380429.jpg
380430;LUMINÁRIA,FECH P/LÂMP V.S.250W-DED1837I3;PC;MATERIAL GERAL;380430.jpg
380431;LUMINÁRIA FECHLÂMP VS 150W-DED-1837I2;PC;MATERIAL GERAL;380431.jpg
380440;IGNITOR LAMPADA VS 70W,PM-2204 I1;PC;MATERIAL GERAL;380440.jpg
380441;IGNITOR LAMPADA VS 100W,PM-2204 I2;PC;MATERIAL GERAL;380441.jpg
380442;IGNITOR LAMPADA VS 150W,PM-2204 I3;PC;MATERIAL GERAL;380442.jpg
380443;IGNITOR LAMPADA VS 250W,PM-2204 I4;PC;MATERIAL GERAL;380443.jpg
380461;LANTERNA, TATICA DE MAO LED 250-30;UN;FERRAMENTAS;380461.jpg
380506;BRAÇO, TIPO L AL FUNDIDO DES-14.910;PC;MATERIAL GERAL;380506.jpg
380517;LANTERNA,BATERIA RECARREGAVEL,5.000.000;UN;FERRAMENTAS;380517.jpg
380519;FAROL,TIPO HOLOFOTE,PARA USO MANUAL,12 V;UN;FERRAMENTAS;380519.jpg
380521;REATORLÂMP.VS.220VX150W,DQN-1704 I3 R1;PC;MATERIAL GERAL;380521.jpg
380522;KIT REMOV. P/ LAMÂDA VS 250W;PC;MATERIAL GERAL;380522.jpg
380668;REATORLÂMPADA VS.220VX100W DQN-1704I2R1;PC;MATERIAL GERAL;380668.jpg
400022;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº0;UN;MATERIAL GERAL;400022.jpg
400023;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº1;UN;MATERIAL GERAL;400023.jpg
400024;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº2;UN;MATERIAL GERAL;400024.jpg
400025;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº3;UN;MATERIAL GERAL;400025.jpg
400026;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº4;UN;MATERIAL GERAL;400026.jpg
400027;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº5;UN;MATERIAL GERAL;400027.jpg
400028;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº6;UN;MATERIAL GERAL;400028.jpg
400029;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº7;UN;MATERIAL GERAL;400029.jpg
400030;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº8;UN;MATERIAL GERAL;400030.jpg
400031;ANILHA PARA IDENTIFICAÇÃO DE RAMAL Nº9;UN;MATERIAL GERAL;400031.jpg
400041;CINTA POSTE CIRC.AL 170MM DED-1257 I2 R2;PC;MATERIAL GERAL;400041.jpg
400043;CINTA POSTE CIRC.AL 210MM DED-1257 I4 R2;PC;MATERIAL GERAL;400043.jpg
400044;CINTA POSTE CIRC.AL 230MM DED-1257 I5 R2;PC;MATERIAL GERAL;400044.jpg
400045; CINTA POSTE CIRC.AL 250MM DED-1257 I6 R2;PC;MATERIAL GERAL;400045.jpg
400046;CINTA POSTE CIRC.AL 270MM DED-1257 I7 R2;PC;MATERIAL GERAL;400046.jpg
400076;BLOQUEADOR SOLAR PARA PELE FPS 30;UN;EPI/EPC;400076.jpg
400106;CINTA POSTE CIRC. AL150MM DED-1257 I1 R2;PC;MATERIAL GERAL;400106.jpg
400291;RECIPIENTE 5LT PLASTICO 5000CM3;PZ;PVC;400291.jpg
400310;PLACA DE IDENTIFICAÇÃO;UN;EPI/EPC;400310.jpg
400369;MÓDULO SIM DO RELIGADOR NOJA;UN;PROTECCIONES (RELÉS, UP, RGDAT);400369.jpg
400370;MÓDULO RELÉ DO RELIGADOR NOJA;UN;PROTECCIONES (RELÉS, UP, RGDAT);400370.jpg
4545360;"CONECTOR ""T"" CB CU 240MM², PASSANTE C";PC;CONECTORES;4545360.jpg
4591633;REGUA SUPORTE DE BORNES EM PVC 484MMX40MM C/ 10 PA;PC;MATERIAL GERAL;4591633.jpg
4609212;BASTÃO TIRA PIPA RITZ;PR;MATERIAL GERAL;4609212.jpg
470045;MODEM (3G) - TELEMEDIDA;EA;MATERIAL GERAL;470045.jpg
480005;BOROSCÓPIO - SONDA DE FIBRA ÓTICA COM M;UN;FERRAMENTAS;480005.jpg
480263;REGULADOR, TENSÃO MONOFÁSICO, 250KVA, 7,;PC;MATERIAL GERAL;480263.jpg
480313;ANTENA DIRECIONAL 5W 2400-2500MHZ;UN;MATERIAL GERAL;480313.jpg
500012;REGULADOR,19,92KV,333KVA,167A,1F, SUC;UN;REGULADORES;500012.jpg
500107;REGULADOR, TENSÃO MONOFÁSICO, 167KVA, 7,;PC;REGULADORES;500107.jpg
500108;REG,TENSÃO,7,62KV,509KVA,668A,1F,ETA001;PC;REGULADORES;500108.jpg
