Código	Descrição	Unidade de Medida	Familia	Foto
530208	CONJ,MED,CXADUPLA,15KV,3EL,200/5A,D19080	PI	CJT MEDIÇÃO	530208.jpeg
530209	CONJ,MED,CXADUPLA,15KV,3EL,100/5A,D19080	PI	CJT MEDIÇÃO	530209.jpeg
530211	CONJ,MED,CXA DUPLA,15KV,3EL,50/5A,D19080	PI	CJT MEDIÇÃO	530211.jpeg
530213	CONJ,MED,CXA DUPLA,15KV,3EL,20/5A,D19080	PI	CJT MEDIÇÃO	530213.jpeg
530214	CONJ,MED,CXA DUPLA,15KV,3EL,15/5A,D19080	PI	CJT MEDIÇÃO	530214.jpeg
530215	CONJ,MED,CXA DUPLA,15KV,3EL,10/5A,D19080	PI	CJT MEDIÇÃO	530215.jpeg
530227	CONJ,MED,CXADUPLA,15KV,3EL,500/5A,D19080	PI	CJT MEDIÇÃO	530227.jpeg
530263	CONJ,MED,CXSIMPLES,15KV,3EL,15/5A,D19080	UN	CJT MEDIÇÃO	530263.jpeg
530265	CONJ,MED,CXSIMPLES,15KV,3EL,10/5A,D19080	EA	PADRÃO	530265.jpeg
530268	CONJ,MED,CXSIMPLES,15KV,3E,100/5A,D19080	UN	CJT MEDIÇÃO	530268.jpeg
530280	CONJ,MED,CXSIMPLES,15KV,3EL,50/5A,D19080	UN	CJT MEDIÇÃO	530280.jpeg
531327	TRANSF,DISTR MONO/BI,3/10KVA,INSERVIVEL	PC	TRANSFORMADORES SUCATA	531327.jpeg
531330	CAIXA P/TRANSFORMADOR CORRENTE DQN-2081	PC	CAIXAS	531330.jpeg
531337	CJT 3 ELEM. TRANSF. MED. MT- 15-5A-PM-1939 R3	PC	CJT MEDIÇÃO	531337.jpeg
531340	TP,11,5KV/R3-115V,0,3P50,INT,PMBR11401.0	UN	TRANSFORMADORES DE POTÊNCIA	531340.jpeg
531341	TP 34,5-36,2 KV 60 HZ USO INTERNO	UN	TRANSFORMADORES DE POTÊNCIA	531341.jpeg
531388	SUPOR,TRAFO POSTE CIRC.210MM DED-0050 I1	PC	FERRAGEM	531388.jpeg
531389	SUPOR,TRAFO POSTE CIRC.255MM-DED0050 I3	PC	FERRAGEM	531389.jpeg
531391	TC 400-5A - 0,6KV DQN 2021 I.3	PC	TRANSFORMADORES DE CORRENTE	531391.jpeg
531392	TC 10-5A 15KV I.4 PMA-111.02.2	PC	TRANSFORMADORES DE CORRENTE	531392.jpeg
531393	TC  20-5A  15KV  DQN-2022 I.6 R2	PC	TRANSFORMADORES DE CORRENTE	531393.jpeg
531395	TC 200-5A 0,6KV DQN-2021 I.1	PC	TRANSFORMADORES DE CORRENTE	531395.jpeg
531398	TC 30-5A 15KV I.7 PMA-111.02.2	PC	TRANSFORMADORES DE CORRENTE	531398.jpeg
531400	TC 100-5A  15KV DQN-2022 I.11 R2	PC	TRANSFORMADORES DE CORRENTE	531400.jpeg
531403	TC USO EXTERNO, 800/1600-5-5A	PC	TRANSFORMADORES DE CORRENTE	531403.jpeg
531404	TC 15-5A  15KV  DQN-2022 I.5 R2	PC	TRANSFORMADORES DE CORRENTE	531404.jpeg
531405	TC 50-5A 15KV I.9 PMA-111.02.2	PC	TRANSFORMADORES DE CORRENTE	531405.jpeg
531410	TC 300-5A 0,6KV DQN-2021 I.2	PC	TRANSFORMADORES DE CORRENTE	531410.jpeg
531412	TC 600-5A - 0,6KV DQN-2021 I.4	PC	TRANSFORMADORES DE CORRENTE	531412.jpeg
531417	TRANSFORMADOR, POTENCIAL INDUTIVO, USO E-6772534	PC	TRANSFORMADORES DE POTÊNCIA	531417.jpeg
531418	TP 72,5KV,69000/R3 115-115/R3,A11,ESE005	PC	TRANSFORMADORES DE POTÊNCIA	531418.jpeg
531421	TC  500-5A  15KV  DQN-2022 I.15 R2	PC	TRANSFORMADORES DE CORRENTE	531421.jpeg
531423	TC 40-5A  15KV DQN-2022 I.8 R2	PC	TRANSFORMADORES DE CORRENTE	531423.jpeg
531424	TP 11500-115V  15KV DQN-2023 I.2	PC	TRANSFORMADORES DE POTÊNCIA	531424.jpeg
531431	TP SECO,300KVA,PM-2165 I1	PC	TRANSFORMADORES DE POTÊNCIA	531431.jpeg
531432	TRAFO,SECO,3F,500KVA,13800/220V,D0088	PR	TRANSFORMADORES NOVOS	531432.jpeg
531435	TC 200A-5A 0,6KV JANELA-PM-2188 I1	PC	TRANSFORMADORES DE CORRENTE	531435.jpeg
531437	TC 400A-5A 0,6KV JANELA-PM-2188 I3	PC	TRANSFORMADORES DE CORRENTE	531437.jpeg
531439	TP, 11,4/13,5KV-230V EX D115.01.0 SUCATA	PC	TRANSFORMADORES SUCATA	531439.jpeg
531448	CX BLIN,BUCH,BT,TRAF TRI,PM2213 I5 R.2	PC	MATERIAL GERAL	531448.jpeg
531455	TC 69-72,5 KV 60 HZ 80:1 USO EXTERNO	PC	TRANSFORMADORES DE CORRENTE	531455.jpeg
531458	TP 145KV,138000/R3-115/115/R3,A14,ESE005	PC	TRANSFORMADORES DE POTÊNCIA	531458.jpeg
531459	TP 72,5KV,69000/R3-115/115/R3,A13,ESE005	PC	TRANSFORMADORES DE POTÊNCIA	531459.jpeg
531460	TP 36KV,115-115:v3V,EXT., A14,E-SE-007	UN	TRANSFORMADORES DE POTÊNCIA	531460.jpeg
531461	TP,13,8KV/R3-115V,0,3P50,INT,PMBR11401.0	UN	TRANSFORMADORES DE POTÊNCIA	531461.jpeg
531507	TC 145KV,1200-5-5-5A,A9,ESE005	PC	TRANSFORMADORES DE CORRENTE	531507.jpeg
531557	TC,17,5kV,2000/1000/500-5-5A,A5,ESE007	PC	TRANSFORMADORES DE CORRENTE	531557.jpeg
531564	TC,145KV,2000/1000-5-5-5-5A,A17,ESE005	PC	TRANSFORMADORES DE CORRENTE	531564.jpeg
531565	TP,17,5KV,USO EXTERNO,TIPO GSCT004/1	UN	TRANSFORMADORES DE POTÊNCIA	531565.jpeg
531577	TP, 11,4/13,5KV-230V EXT. D115.01.0	PC	TRANSFORMADORES DE POTÊNCIA	531577.jpeg
531581	SUPOR,TRAFO,POSTE CIRC,330MM,TP1,D421.01	UN	FERRAGEM	531581.jpeg
531603	TC,36KV,75/150-5A,TIPO A17,E-SE-007	PC	TRANSFORMADORES DE CORRENTE	531603.jpeg
531604	TC,36KV,50/100/200-5-5A,A16,E-SE-007	PC	TRANSFORMADORES DE CORRENTE	531604.jpeg
531740	CONJ,MED,CXA DUPLA,15KV,3EL,10/5A,ET-	PC	CJT MEDIÇÃO	531740.jpeg
531741	CONJ,MED,CXA DUPLA,15KV,3EL,15/5A,ET-	PC	CJT MEDIÇÃO	531741.jpeg
531743	CONJ,MED,CXA DUPLA,15KV,3EL,50/5A,ET-89	PC	CJT MEDIÇÃO	531743.jpeg
531744	CONJ,MED,CXA DUPLA,15KV,3EL,100/5A,ET-89	PC	CJT MEDIÇÃO	531744.jpeg
531745	CONJ,MED,CXA DUPLA,15KV,3EL,200/5A,ET-89	PC	CJT MEDIÇÃO	531745.jpeg
531747	CONJ,MED,CXA DUPLA,15KV,3EL,20/5A,ET-	PC	CJT MEDIÇÃO	531747.jpeg
531748	CJT 3 ELEM.TRANSF.MED.MT,500A	PZ	CJT MEDIÇÃO	531748.jpeg
531923	TC,145KV,2X300/200-1-1A,A3,ESE005	UN	TRANSFORMADORES DE CORRENTE	531923.jpeg
540141	TERMOVISOR,INSP TERMOGR,MT/BT,D14302	UN	FERRAMENTAS	540141.jpeg
540142	DINAMOMETRO,CIRCULAR,500KG,SUBDIVISAO O5	UN	FERRAMENTAS	540142.jpeg
550096	DETECTOR DE GÁS SF6-IR-LEAK S/N 06303	UN	FERRAMENTAS	550096.jpeg
550103	HIPSOMETRO L5 15-103-1030 S/N 50053	UN	FERRAMENTAS	550103.jpeg
580055	MODEM TELEMETRIA DADOS	UN	MATERIAL GERAL	580055.jpeg
580066	MODULO COMUNICACAO DISJ FUSESAVER 3AD8	UN	MATERIAL GERAL ESPECIAL	580066.jpeg
580088	IMPRESSORA MOVEL P/ FATURAMENTO IMEDIATO	PZ	FERRAMENTAS	580088.jpeg
580092	MONITOR REMOTO DE RAMAL D143.10.0	PC	MATERIAL GERAL	580092.jpeg
580099	BATERIA P/COLETORES FATURAMENTO IMEDIATO	UN	BATERIA	580099.jpeg
600028	ALÇA,PREF,ACO,COBERTO,185MM2,35KV,D7301	PZ	MATERIAL GERAL	600028.jpeg
600029	ALÇA,PREF,ACO,COBERTO,95MM2,25KV,D730.14	PZ	DIVERSOS	600029.jpeg
600034	ALICATE,COMPRESSAO,HIDRAULICO CABOS10-50	UN	FERRAMENTAS	600034.jpeg
600035	ALICATE,CORTE,DIAGONAL 150 MM (6") 			600035.jpeg
600265	BRACO,TIPO L,34,5KV,600MM,D456.01	PZ	FERRAGEM	600265.jpeg
600272	BROCA, HELICOIDAL, PARALELA VIDIA 6	UN	FERRAMENTAS	600272.jpeg
600281	BROCA,HEL,PARALELA 8 MM(5/16 POL)	UN	FERRAMENTAS	600281.jpeg
600361	CABO,ALUMÍNIO,COBERTO,XLPE\HDPE,95MM²,35	M	CABO	600361.jpeg
600463	CARRINHO,DE MAO CH 18,1 R,PNEU C/CAMA	UN	FERRAMENTAS	600463.jpeg
600514	CHAVE, FENDA SIMPLES, HASTE RED NAO	UN	FERRAMENTAS	600514.jpeg
600529	CHAVE,FENDA SIMP,4X150 MM -5/32X6"	UN	FERRAMENTAS	600529.jpeg
600541	CINTA,AMARRACAO CARGA,C/CATRAC 50MMX5 4T	UN	EPI/EPC	600541.jpeg
600782	ESCOVA, FIOS DE ACO LIMPEZA 280X 25	UN	FERRAMENTAS	600782.jpeg
600788	ESPAÇ,LOSAN,RC,34,5KV,INST SOLO,D53001	UN	PVC	600788.jpeg
600926	600926	RLL	PADRÃO	600926.jpeg
600943	FURADEIRA,DE IMPACTO SEM FIO,3 VELOC,0-3	UN	FERRAMENTAS	600943.jpeg
600959	GERADOR,PORTÁTIL,6.5KVA,220/127V,D11201	UN	GERADORES	600959.jpeg
600962	GRADE,POCO DE DRENAGEM,REDE DE DIST SUB	UN	FERRAMENTAS	600962.jpeg
601072	LACO,LAT,DUPLO,ACO,CAA,266,8MM2,D730140	PC	FERRAMENTAS	601072.jpeg
601079	LAMINA,SERRA MANUAL,ACO,13 X 300 MM 18	UN	FERRAMENTAS	601079.jpeg
601119	LIMA, CHATA MURÇA AÇO ESPECIAL DE A	UN	FERRAMENTAS	601119.jpeg
601120	LIMA,MEIA CANA,MURSA, 6 POL	UN	FERRAMENTAS	601120.jpeg
601233	MARRETA	UN	FERRAMENTAS	601233.jpeg
601513	POSTE,FIBRA VIDRO,12M,2000DAN,D307.01	PZ	POSTE DE FIBRA	601513.jpeg
601667	SERRA, CIRCULAR, ACO RAPIDO, COPO 5	UN	FERRAMENTAS	601667.jpeg
601668	SERRA,CIRCULAR,ACO RAPIDO,190MM,FUR	UN	FERRAMENTAS	601668.jpeg
601764	TALHADEIRA,ACO,25 X 150MM (1 X 6") 	PC	FERRAMENTAS	601764.jpeg
601798	TENDA, TUBULAR ENCAIXE 10 X 10M	UN	FERRAMENTAS	601798.jpeg
601822	TERMO HIGROMETRO DIG - 30 A 70GRC	UN	EPI/EPC	601822.jpeg
602122	UNIDADE TERMINAL UP2020 LITE L8 EXT B	PEÇ	TELECONTROLE	602122.jpeg
602137	VASSOURA, NYLON 380MM COM CABO	UN	FERRAMENTAS	602137.jpeg
610011	Exaustor Para Espaço Confinado	EA	FERRAMENTAS	610011.jpeg
620050	EMENDA SCOTHCAST 3M	UN	CONECTORES	620050.jpeg
620054	SELO,SEMI-BAR,SEXT/CAD,BRANCO-200,D19044	UN	MATERIAL DE SEGURANÇA	620054.jpeg
620056	SELO,SEMI-BAR,SEXT/CAD,LARANJ-200,D19044	UN	MATERIAL DE SEGURANÇA	620056.jpeg
620065	CALCO CR 42X31X22MM	JG	EPI/EPC	620065.jpeg
620070	SELO,SEMI-BAR,SEXT/CAD,AZUL-200,D1904	PC	MATERIAL DE SEGURANÇA	620070.jpeg
620098	CHAVE TIP CANHÃO FECH CX AÉREAS DQN-1969	PC	MATERIAL DE SEGURANÇA	620098.jpeg
620099	PARAF SEGUR P/CX MEDIDOR, DED-1934 R.5	PC	MATERIAL DE SEGURANÇA	620099.jpeg
620100	PARAF FECH CX REDES AÉREAS DQN-1970 R1	PC	MATERIAL DE SEGURANÇA	620100.jpeg
620101	LUVA, P/PARAF.SEGURANÇA, DQN-1973 R2	PC	MATERIAL DE SEGURANÇA	620101.jpeg
620102	SELO,SEGCINZADUPLA ANCORDQN-2006 I3	PC	MATERIAL DE SEGURANÇA	620102.jpeg
620104	SELO SEG LARANJA DUPLA ANCOR.DQN-2006 I8	PC	MATERIAL DE SEGURANÇA	620104.jpeg
620105	SELO,SEMI-BAR,SEXT/CAD,VERMELHO,D19044	UN	MATERIAL DE SEGURANÇA	620105.jpeg
640517	ELETRODUTO, PVC RIGIDO 32MM X 3M SOLDAV	PC	FERRAGEM ESPECIAL	640517.jpeg
640548	ELETROD RIG AÇO ZINC 150MM 641.01.0 I7	PZ	FERRAGEM	640548.jpeg
640612	ELETRODUTO PVC SOLD, D=20MM, DDT1740 R.6	PC	PVC	640612.jpeg
640616	CURVA PVC RÍG. 50MM,180° CLASSE ADDT1760	PC	MATERIAL GERAL	640616.jpeg
640617	ELETRODUTO PVC SOLD.D=50MM DDT1740 I2 R6	PC	FERRAGEM ESPECIAL	640617.jpeg
640620	ELETRODUTO PVC,ROSQ,20MM, DDT1740I3R7	PZ	PVC	640620.jpeg
640628	BUCHA P/ELETROD.DE PVC,100MM-4,DQN-21	PC	PVC	640628.jpeg
640647	DUTO,CORRUGADO,PEAD,200MM,D65120	MT	PVC	640647.jpeg
640648	TAMPÃO,ROSQ,DUTO CORRUG,200MM,D65120	PZ	PVC	640648.jpeg
640649	LUVA,EMENDA,P/DUTO CORRUG,200MM,D65120	PZ	MATERIAL GERAL	640649.jpeg
640789	ELETRODUTO, FLEXIVEL, FITAS DE ACO	M	PVC	640789.jpeg
640799	ELETRODUTO, FLEXIVEL, FITAS DE ACO	M	PVC	640799.jpeg
640859	CONECTOR, BOX, FIX TUBO FLEX A CAIX	UN	CONECTORES	640859.jpeg
640862	ELETRODUTO FLEX,AÇO,PVC 1”,PMA641.50.0	M	PVC	640862.jpeg
641136	ELETRODUTO FLEX ACO CARB PT 3"	UN	PVC	641136.jpeg
700002	PROTETOR AURICULAR	UN	EPI/EPC	700002.jpeg
720005	MAQUINA DE CINTAR FITA DE AÇO - FUSIMEC	UN	FERRAMENTAS	720005.jpeg
720011	BOLSA FERRAMENTAS E EPI LONA VERDE	UN	FERRAMENTAS	720011.jpeg
720019	CABECOTE MAN ANTI QUEDA C/PINO GALV 90GR	UN	EPI/EPC	720019.jpeg
720024	BOLSA PARA CAPACETE, ET-HS-51	EA	EPI/EPC	720024.jpeg
720073	BASTAO MANOBRA FIB VID TDC 32X 1365MM	UN	EPI/EPC	720073.jpeg
730002	GUINCHO ELÉTRICO PORTÁTIL PARA IÇAMENTO	EA	FERRAMENTAS	730002.jpeg
730004	TALHA DE CATRACA 750	EA	FERRAMENTAS	730004.jpeg
730073	TALHA,MANUAL COM CORRENTE,750KGF C/ALAVA	CJT	EPI/EPC	730073.jpeg
730086	BOLSA PARA PROTEÇÃO DE OCULOS	UN	FERRAMENTAS	730086.jpeg
730119	BOLSA,GUARDA FERRAMENTAS 450X400X170MM	PC	EPI/EPC	730119.jpeg
750001	CALÇO,RODA,VIAT,GR/MED.PORTE,ET-OEM-1409	EA	FERRAMENTAS	750001.jpeg
760006	MOTOSSERRA,HIDRAULICA,2 ESTÁG.,NTE-G-008	EA	FERRAMENTAS	760006.jpeg
760009	MARTELO,PONTA E PÁ 50MM,320 MM,ET-HS-188	PC	FERRAMENTAS	760009.jpeg
760029	MARTELO TIPO BOLA,28 OZ,350 MM,ET-HS-188	EA	FERRAMENTAS	760029.jpeg
760043	MARRETA, 5,0KG, 800 MM, 9,0 kN,ET-HS-188	PC	FERRAMENTAS	760043.jpeg
760049	MARRETA, 1,0KG, 260 MM, 5,2 kN,ET-HS-188	EA	FERRAMENTAS	760049.jpeg
760050	MARRETA, 0,5KG, 260 MM, 3,5 kN,ET-HS-188	PC	FERRAMENTAS	760050.jpeg
760051	CHAVE,FENDA,ISOLADA, 6,5X150MM,ET-HS-188	EA	FERRAMENTAS	760051.jpeg
760053	CHAVE,FENDA,ISOLADA, 5,0X100MM,ET-HS-188	EA	FERRAMENTAS	760053.jpeg
760057	CHAVE DE BOCA AJUSTÁVEL,310 MM,ET-HS-188	EA	FERRAMENTAS	760057.jpeg
760058	CHAVE DE BOCA AJUSTÁVEL,205 MM,ET-HS-188	EA	FERRAMENTAS	760058.jpeg
760064	ALICATE,BOMBA DAGUA,500MM,MOD2,ET-HS-188	UN	FERRAMENTAS	760064.jpeg
760075	ALICATE,BOMBA DAGUA,250MM,MOD1,ET-HS-188	EA	FERRAMENTAS	760075.jpeg
760093	ALICATE,BICO CHATO,CURTO,140MM,ET-HS-188	EA	FERRAMENTAS	760093.jpeg
760153	CABECOTE,VARA MANOBRAABRIR CHAVESEMS1	UN	EPI/EPC	760153.jpeg
760155	CHAVE,REGULAGEM(AJUST/INGL)10POL1000V	UN	FERRAMENTAS	760155.jpeg
760171	BASTAO,TIRA-PIPA,LINHA VIVA 300MM C/ENCA	UN	FERRAMENTAS	760171.jpeg
760173	ESCADA, EXTENSIVEL FIBRA DE VIDRO 4	UN	FERRAMENTAS	760173.jpeg
760176	ESCADA, EXTENSIVEL FIBRA DE VIDRO 5	UN	FERRAMENTAS	760176.jpeg
760177	ESCADA, SINGELA FIBRA DE VIDRO 3.50	UN	FERRAMENTAS	760177.jpeg
760188	CHAVE, CATRACA REVERSIVEL, ISOLADO	UN	FERRAMENTAS	760188.jpeg
760199	CHAVE SEGUR P/ CX DE MEDIDOR DED-1933 R7	PC	MATERIAL DE SEGURANÇA	760199.jpeg
760200	CHAVE,MAGNET146MMBICO INOXPARAF SEG.17	UN	MATERIAL DE SEGURANÇA	760200.jpeg
760201	CHAVE,SEGCAB LOBP/ABRIR/FECHAR CX DERV	UN	MATERIAL DE SEGURANÇA	760201.jpeg
760221	CHAVE,SOQUETE SEXT,C/CABO,11MM	UN	FERRAMENTAS	760221.jpeg
760222	ENXADA,ACO CARBONO,185X305MM,2.1/2	UN	FERRAMENTAS	760222.jpeg
760225	BASTAO, MANOBRA ISOLANTE PEGA TUDO,	UN	FERRAMENTAS	760225.jpeg
760227	CAVADEIRA,BOCA ARTICULAVEL,135X275M	UN	FERRAMENTAS	760227.jpeg
760228	FERRAMENTA, LOADBUSTER, 14.4/25KV 6	UN	FERRAMENTAS	760228.jpeg
760234	VARA, MANOBRA TELESCOPICA SECAO TRI	UN	FERRAMENTAS	760234.jpeg
760235	VARA,TELESCOPICA,7 ELEMENTOS,HSE-19-128	UN	FERRAMENTAS	760235.jpeg
760237	FERRAMENTA, LOADBUSTER, 25/34.5KV 6	UN	FERRAMENTAS	760237.jpeg
760239	DETECTOR,TENSAO,APROXIMA,C/BAT,1-138KV	UN	FERRAMENTAS	760239.jpeg
760243	ALICATE, BICO MEIA-CANA, 140MM,ET-HS-188	CDA	FERRAMENTAS	760243.jpeg
760248	ALICATE UNIV,ISOL, 200MM,1.4kN,ET-HS-188	CDA	FERRAMENTAS	760248.jpeg
760258	CHAVE CANHÃO DE 10MM ISOLADA, CHAVE CANH	CDA	FERRAMENTAS	760258.jpeg
760260	PONTEIRO, EM AÇO SEXTAVADO DIÂMETRO DE 1	EA	FERRAMENTAS	760260.jpeg
760261	ESTICADOR DE CABO ALUMÍNIO CA OU CAA.4 A	EA	FERRAMENTAS	760261.jpeg
760262	ESTICADOR DE CABO CU.AL - CAA 3/0. 336,4	EA	FERRAMENTAS	760262.jpeg
760264	ESTICADOR FIO DE COBRE 6 A 1/0 AWG, DIÂM	EA	FERRAMENTAS	760264.jpeg
760267	CONJUNTO DE MATRIZES PARA ALICATE HIDRÁU	MMT	FERRAMENTAS	760267.jpeg
760270	KIT ESTAIAMENTO ISOLADO PARA ESCADA ISOL	EA	FERRAMENTAS	760270.jpeg
760271	KIT TRIPE ESTABILIZADOR PARA POSTE 	UN	FERRAMENTAS	760271.jpeg
760273	Kit estaiamento isolado para poste	EA	FERRAMENTAS	760273.jpeg
760278	CALÇO PARA SAPATAS ESTABILIZADORAS DE CESTA AÉREA 	UN	FERRAMENTAS	760278.jpeg
760279	TALHA COM TIRANTE DE NYLON 1,5T	UN	FERRAMENTAS	760279.jpeg
760280	BANDOLA PARA LANÇAMENTO DE CABO	UN	FERRAMENTAS	760280.jpeg
760281	MAT-OMBR-NOM-22-1544-EDBR - Enxadão , ca	CDA	FERRAMENTAS	760281.jpeg
760282	CHAVE CATRACA 19" ISOLADA	UN	FERRAMENTAS	760282.jpeg
760283	FOICE AÇO CARBONO C/ CABO	UN	FERRAMENTAS	760283.jpeg
760285	ALICATE CORTA CABO DE AÇO - SELOS - COM	UN	FERRAMENTAS	760285.jpeg
760286	NIVELADOR DE ESCADAS	EA	FERRAMENTAS	760286.jpeg
760288	BASTÃO PODADOR DE GALHO COM CABEÇOTE UNIVERSAL RH2	EA	FERRAMENTAS	760288.jpeg
760289	MOTOSSERRA ELÉTRICA A BATERIA - 36 V - CORTE 30MM	UN	FERRAMENTAS	760289.jpeg
760290	MAT-OMBR-NOM-22-1544-EDBR - BOLSA DE LONA	UN	FERRAMENTAS	760290.jpeg
760291	BASTAO ALAVANCA PARAPOSTE COM TIRANTE	UN	FERRAMENTAS	760291.jpeg
760292	BOMBA RECALQUE,3F,220,60Hz,SUBT,D190.65	EA	FERRAMENTAS	760292.jpeg
760294	CAPA PARA CONE PARA ROTA DE FUGA	UN	EPI/EPC	760294.jpeg
760296	CAVADEIRA RETA "TIPO VANAGA" - MAT-OMBR-	UN	FERRAMENTAS	760296.jpeg
760299	Parafusadeira de Impacto a bateria de 40	EA	FERRAMENTAS	760299.jpeg
760300	PARAFUSADEIRA DE IMPACTO A BATERIA DE 18	EA	FERRAMENTAS	760300.jpeg
760302	Tesoura Elétrica para Condutores  - KIT	EA	FERRAMENTAS	760302.jpeg
760303	TESOURA CONDUTOR ENERGIZADO A DISTÂNCIA	UN	FERRAMENTAS	760303.jpeg
760304	Tesoura , com catraca, isolação 1kV - MA	CDA	FERRAMENTAS	760304.jpeg
760306	CHAVE ESTRELA UMA BOCA VDE1000V 13X190MM	UN	FERRAMENTAS	760306.jpeg
760307	CHAVE ESTRELA UMA BOCA VDE1000V 14X10MM	UN	FERRAMENTAS	760307.jpeg
760308	CHAVE ESTRELA UMA BOCA VDE1000V 17x220mm	UN	FERRAMENTAS	760308.jpeg
760309	CHAVE ESTRELA UMA BOCA VDE1000V 19x240mm	UN	FERRAMENTAS	760309.jpeg
760310	ALICATE,BOMBA DAGUA,ACO CROMO-VANDIUM IS	UN	FERRAMENTAS	760310.jpeg
760311	ALICATE,CORTE,DIAGONAL TIPO SUECO 160 MM	UN	FERRAMENTAS	760311.jpeg
760316	CHAVE,PHIL ISOL Nº 1  4.7X150 MM-3/16X6	UN	FERRAMENTAS	760316.jpeg
760317	CHAVE,FENDA N/ISOL  4.7X150MM-3/16 X 6	UN	FERRAMENTAS	760317.jpeg
760320	FACA,DESENCAPADORA DE CABOS/FIOS,ISOL 10	UN	FERRAMENTAS	760320.jpeg
760323	TRENA,FIBRA DE VIDRO,MANIVELA,ESTOJO,50M	UN	FERRAMENTAS	760323.jpeg
760326	CHAVE,COMB,BOCAS FIXA-ESTRELA,ANG 18MM 	UN	FERRAMENTAS	760326.jpeg
760330	BYPASS,CHAVE FUSIV 13.8KV 100A NTC-78R1	UN	FERRAMENTAS	760330.jpeg
760332	BASTAO,MANOBRA,ISOLANTE,FIBRA DE VIDRO,2	UN	FERRAMENTAS	760332.jpeg
760333	ARCO, SERRA, PARA SERRA METAIS MANU	UN	FERRAMENTAS	760333.jpeg
760336	CHAVE, BOCA AJUST (INGLESA),  8 POL	UN	FERRAMENTAS	760336.jpeg
760337	CHAVE, BOCA AJUST (INGLESA), 12 POL	UN	FERRAMENTAS	760337.jpeg
760346	MARTELO, ACO, CABECA BOLEADA, 250 G	UN	FERRAMENTAS	760346.jpeg
760347	CHAVE, COMBINADA, BOCAS FIXA-ESTREL	UN	FERRAMENTAS	760347.jpeg
760351	CHAVE, COMBINADA, BOCAS FIXA-ESTREL	UN	FERRAMENTAS	760351.jpeg
760353	CHAVE, CATRACA REVERSIVEL, ISOLADO	UN	FERRAMENTAS	760353.jpeg
760354	ALICATE, ELETRICISTA, 200 MM (8 POL	UN	FERRAMENTAS	760354.jpeg
760357	CABECOTE,UNIV P/MANOBRA,INTER,HSE-19-128	UN	FERRAMENTAS	760357.jpeg
760361	FORMAO,GOIVA,16MM -   5/8 POL	UN	FERRAMENTAS	760361.jpeg
760363	TRENA, ACO 5M ESTOJO PLASTICO C/TRA	UN	EPI/EPC	760363.jpeg
760365	ALICATE, BOMBA DAGUA, ACO CROMO-VAN	UN	FERRAMENTAS	760365.jpeg
760369	CHAVE, FENDA CRUZ, PH (PHILIPS) HAS	UN	FERRAMENTAS	760369.jpeg
760371	ALICATE, COMPRESSAO, HIDRAULICO CAB	UN	FERRAMENTAS	760371.jpeg
760372	ALICATE, COMPRESSAO, MANUAL MECANIC	UN	FERRAMENTAS	760372.jpeg
760373	VARA,MANOBRA SECCION,FIBRA VIDRO,5 ELEM	CJT	FERRAMENTAS	760373.jpeg
760376	FERRAMENTA, APLICAR CONECTOR CUNHA,	CJT	FERRAMENTAS	760376.jpeg
760381	TESOURAO, CORTAR VERGALHOES, 750MM	UN	FERRAMENTAS	760381.jpeg
760383	SUPORTE PARA IÇAMENTO DE TRANSFORMADOR	EA	FERRAGEM	760383.jpeg
760385	SOQUETE DE TERRA, MANUAL, COM CABO DE MA	EA	FERRAMENTAS	760385.jpeg
760386	Serra de Poda Tipo japonês - MAT-OMBR-NO	CDA	FERRAMENTAS	760386.jpeg
760388	SACA POSTE, CONJUNTO MANGEUIRAS - MAT-OM	EA	FERRAMENTAS	760388.jpeg
760390	PÁ DE BICO , CABO DE MADEIRA, CONJUNTO -	EA	FERRAMENTAS	760390.jpeg
760393	Martelo Ponta Pá - MAT-OMBR-NOM-22-1544-	CDA	FERRAMENTAS	760393.jpeg
760395	Martelete Rompedor Elétrico com cabo - M	EA	FERRAMENTAS	760395.jpeg
760397	Machado, Médio, Aço - MAT-OMBR-NOM-22-15	EA	FERRAMENTAS	760397.jpeg
760398	Jogo de Chave, Sextavado - MAT-OMBR-NOM-	CDA	FERRAMENTAS	760398.jpeg
760399	Kit Tira Pipa - MAT-OMBR-NOM-22-1544-EDB	EA	FERRAMENTAS	760399.jpeg
760402	GANCHO COM DUPLA TRAVA PARA IÇAMENTO DE	CDA	FERRAMENTAS	760402.jpeg
760404	FACA LÂMINA CURVA E RETA C/ LÂMINA	CDA	FERRAMENTAS	760404.jpeg
760410	Desencapador de Condutores , MAT-OMBR-NO	EA	FERRAMENTAS	760410.jpeg
760412	Compactador de Solo , Hidráulico , MAT-O	EA	FERRAMENTAS	760412.jpeg
760413	MATRIZ PARA ALICATE HIDRÁULICO DE COOMPR	EA	FERRAMENTAS	760413.jpeg
760414	Matriz para Alicate Hidráulico de Coompr 321	CDA	FERRAMENTAS	760414.jpeg
760415	MATRIZ PARA ALICATE HIDRÁULICO DE COMPR M29 IND16	EA	FERRAMENTAS	760415.jpeg
760416	Matriz para Alicate Hidráulico de Coompr 261	CDA	FERRAMENTAS	760416.jpeg
760417	Matriz para Alicate Hidráulico de Coompr 249	CDA	FERRAMENTAS	760417.jpeg
